,Opponent,Color,Accuracy,AvgLoss,Blunders,Mistakes,Inaccuracies,TotalMoves,Normalized AvgLoss
393,putimed_medveputov,Black,85.4,60.7,3,6,5,47,7.791020472312982
394,Stugna-1,White,72.6,171.2,4,4,9,28,13.0843417870369
395,ahmadalhelo1973,Black,84.7,86.1,7,4,6,37,9.279008567729637
396,Damo70,Black,89.6,29.8,0,1,0,6,5.458937625582473
397,tof11,Black,84.8,68.9,3,1,2,22,8.300602387778854
398,Jerry98000,White,79.6,75.9,0,9,5,31,8.712060605849802
399,DaenerysTargaryen3,Black,88.7,33.0,0,1,0,5,5.744562646538029
400,checklaykon,White,81.0,98.8,4,4,3,26,9.939818911831342
401,Varunjknb,Black,88.6,72.3,5,3,9,51,8.502940667792526
402,gross0803,White,85.8,61.1,2,3,9,39,7.816648898345122
403,fargo66,Black,79.8,70.9,6,5,7,49,8.420213774008355
404,Arbi1899,White,89.5,30.5,0,3,1,21,5.522680508593631
405,HardikV144,Black,78.0,121.4,6,2,5,25,11.018166816671457
406,Tiborf,Black,89.5,33.8,3,5,3,67,5.813776741499453
407,eshap9,White,76.1,117.2,1,5,2,17,10.825894882179487
408,seyfolah,Black,96.9,16.9,1,1,2,51,4.110960958218893
409,taps1,White,83.7,70.6,1,7,9,36,8.402380615040002
410,fazliddin3,Black,83.0,80.6,4,2,7,34,8.977750274985375
411,khaownieow,White,78.9,104.7,7,14,14,65,10.232301793829187
412,concavity,Black,78.2,94.1,6,4,11,40,9.70051545022222
413,bal1k,White,82.1,103.9,5,9,7,51,10.193134944657606
414,nuhyoney,Black,84.9,50.6,4,6,10,70,7.113367697511496
415,JACKSON_JUNIO,White,84.6,83.1,2,10,3,37,9.115920140062657
416,satria_bayu,Black,83.7,58.6,4,9,5,53,7.655063683601855
417,velrob,White,84.7,59.4,2,5,4,35,7.707139547199077
418,mdklib,Black,86.6,71.8,5,11,9,65,8.473488065725943
419,eerichh,White,81.9,68.9,2,7,3,33,8.300602387778854
420,parus_77,Black,86.1,74.5,6,4,8,61,8.631338250816034
421,Berat_T53,White,88.2,74.2,4,3,1,45,8.613942186943213
422,Berat_T53,Black,79.8,101.8,5,9,8,40,10.08959860450355
423,Berat_T53,White,83.0,72.5,1,8,1,24,8.514693182963201
424,Berat_T53,Black,80.5,104.4,6,3,3,32,10.21763181955584
425,Berat_T53,White,86.6,56.5,0,3,1,11,7.516648189186454
426,Berat_T53,Black,82.3,66.8,2,3,5,31,8.17312669668102
427,Berat_T53,White,81.3,85.6,2,6,6,33,9.252026804976301
428,Bigumm89,Black,84.8,112.2,2,4,2,17,10.59245014149229
429,Moutazdarwish,White,86.3,62.0,2,2,1,25,7.874007874011811
430,ch1f,Black,84.8,63.2,6,6,13,64,7.9498427657407165
431,e_eeeee,White,83.6,61.6,0,6,5,28,7.848566748139434
432,JUST_SKOBE_23,White,91.6,17.3,0,1,2,29,4.159326868617084
433,minussinus,Black,83.6,84.3,2,3,5,23,9.181503144910424
434,gridtheorem,Black,82.5,104.9,5,7,7,37,10.242070103255495
435,H_MOHAMADI,White,94.8,29.6,1,1,6,46,5.440588203494177
436,khaldona,White,80.4,117.6,8,15,6,58,10.844353369380768
437,Galina19590000,Black,86.2,57.7,1,3,2,21,7.5960516059331775
438,GangstaInterolog,Black,75.4,105.4,3,3,3,20,10.26645021416848
439,taivit,Black,79.1,127.7,6,3,6,30,11.30044246921332
440,faysaziz,White,71.1,125.7,2,9,3,23,11.211601134539169
441,Nader-br-1340,White,85.1,57.4,1,5,0,22,7.576278769950324
442,slow1010,White,84.1,70.9,2,10,5,50,8.420213774008355
443,Emma2306,White,82.0,118.7,2,3,1,19,10.894952959971878
444,Arsen70,Black,82.7,82.0,3,3,4,29,9.055385138137417
445,Thoor31,Black,90.4,43.2,1,6,4,34,6.572670690061994
446,Igor76reg,Black,84.0,61.1,4,4,0,28,7.816648898345122
447,Marcus_Jaguar,White,84.7,52.5,0,4,7,29,7.245688373094719
448,Marcus_Jaguar,Black,86.8,73.3,3,6,5,40,8.561541917201597
449,Marcus_Jaguar,White,80.0,86.6,2,10,5,49,9.305912099305473
450,Marcus_Jaguar,Black,87.6,43.8,1,6,8,46,6.618156843109719
451,Marcus_Jaguar,White,83.3,68.3,3,3,8,39,8.264381404557755
452,EDV_1980,Black,87.4,56.1,1,1,4,24,7.489993324429602
453,Mandalorian111,White,84.6,69.2,1,4,8,30,8.318653737234168
454,FPOlivares,White,80.2,98.8,4,6,4,41,9.939818911831342
455,Chintan85,White,81.6,61.4,0,4,3,17,7.835815209663893
456,mvm55,Black,75.7,118.1,8,6,6,35,10.867382389517726
457,slar66,Black,86.4,40.3,0,4,5,31,6.348228099241551
458,Ansar3,Black,80.8,110.8,1,2,4,19,10.526157893552615
459,vikt2,Black,72.3,157.1,11,1,7,36,12.533953885346794
460,Rota_Capixaba,White,84.3,128.3,2,4,1,19,11.326958991715296
461,Burhudarov,White,80.9,92.9,4,12,9,55,9.638464608017193
462,e4_e5-e6,White,72.1,122.7,4,6,6,30,11.077003204838391
463,ricahm,Black,85.8,77.2,1,1,3,18,8.78635305459552
464,MartinMarietta,Black,91.0,20.1,0,0,1,14,4.483302354291979
465,emilsila,Black,89.0,44.6,2,2,3,40,6.6783231428256
466,HartoDeVino,White,79.0,134.4,3,4,4,27,11.593101396951552
467,DENNMAS,Black,80.3,72.8,7,12,5,65,8.532291603080617
468,cengcorang,White,78.3,108.6,2,3,4,22,10.421132376090421
469,seyfettink,Black,85.8,84.6,8,10,5,59,9.197825830053535
470,CoyoteKisses,White,87.1,103.5,3,6,3,36,10.173494974687902
471,Peter169005,Black,76.8,112.0,5,1,5,25,10.583005244258363
472,kinggg_stun,White,80.9,68.6,2,10,12,57,8.282511696339462
473,Dj_Gratitude,White,91.7,64.4,2,3,1,23,8.024961059095553
474,narutouzumake2014,Black,94.1,32.7,2,2,8,62,5.718391382198319
475,educhernes27,White,83.9,85.8,2,1,1,20,9.262828941527529
476,Peter169005,White,83.9,62.3,2,8,7,58,7.893034904268446
477,scarletov,Black,88.4,74.5,5,3,3,36,8.631338250816034
478,benjamins378,White,84.0,56.8,0,3,1,11,7.536577472566709
479,Zuragui_64,White,85.9,47.4,1,3,2,30,6.884765791223402
480,Eddye_Castro_Choez,Black,75.6,136.9,15,6,7,68,11.700427342623003
481,Stefan1912,White,74.8,188.2,7,7,3,34,13.718600511714014
482,masnev,Black,84.5,46.8,1,5,4,30,6.841052550594828
483,masnev,White,81.1,96.8,2,11,1,37,9.838699100999074
484,harpiedancer,Black,86.3,22.9,0,0,2,15,4.78539444560216
485,blackysblack,White,92.3,50.3,1,8,12,66,7.092249290598858
486,anthau,Black,68.0,169.8,4,0,1,9,13.03073290340954
487,wessam_hefny,White,91.9,31.7,0,3,9,45,5.630275304103699
488,wessam_hefny,Black,88.1,45.6,2,4,7,39,6.752777206453653
489,wessam_hefny,White,72.1,159.8,8,8,4,41,12.641202474448386
490,wessam_hefny,Black,88.7,42.4,5,8,10,99,6.511528238439882
491,wessam_hefny,White,84.7,67.7,2,6,5,42,8.228000972289685
492,wessam_hefny,Black,85.8,96.8,3,5,5,27,9.838699100999074
493,Merlinhans,White,76.4,112.1,3,6,4,24,10.58772874605314
494,DanielKalala,White,83.4,91.7,4,15,13,75,9.57601169589929
495,AgnewS03,Black,87.4,42.6,3,5,7,66,6.526867548832288
496,AikiChessDo,Black,85.8,71.4,3,5,3,34,8.449852069711044
497,TSBelal,White,82.7,67.5,2,7,7,40,8.215838362577491
498,baigulovilya,Black,84.4,47.2,0,2,3,11,6.870225614927067
499,Morbid_Angel_666,White,85.3,53.6,1,13,7,76,7.321202087089251
500,irg41,Black,83.3,74.9,2,8,2,31,8.654478609367523
501,OSWRODRlGUEZ,White,80.3,107.2,2,6,7,33,10.353743284435827
502,Sudip1808,Black,75.7,118.7,3,1,6,21,10.894952959971878
503,mikuwa,White,83.7,139.6,5,10,7,42,11.815244390193543
504,WolframHille,Black,77.4,131.8,7,2,6,28,11.480418110852932
505,santillana73,White,86.1,49.5,0,7,13,50,7.035623639735144
506,Promesa,Black,83.2,61.4,5,5,4,51,7.835815209663893
507,Promesa,White,78.6,114.2,1,2,2,10,10.686440005914037
508,Promesa,Black,87.5,35.5,0,3,4,29,5.958187643906492
509,Anonymous,Black,87.2,97.1,2,1,3,24,9.85393322486001
510,Peter169005,Black,91.0,47.4,6,6,6,66,6.884765791223402
511,Peter169005,White,87.6,61.0,2,3,8,41,7.810249675906654
512,Anonymous,White,79.5,95.2,2,6,6,28,9.757048734120374
513,Anonymous,Black,89.4,32.4,0,3,3,23,5.692099788303083
514,aegomez,Black,78.4,98.8,3,5,6,28,9.939818911831342
515,MrDefender,White,78.5,90.0,1,8,7,38,9.486832980505138
516,usamajutt70,White,83.1,95.3,2,14,9,44,9.762171889492624
517,Aurora-attack,Black,82.0,78.5,2,2,4,19,8.860022573334675
518,quickpanda,Black,83.4,60.4,4,5,11,47,7.771743691090179
519,angelalbertomv,Black,83.3,105.3,7,3,5,42,10.261578825892242
520,shuotomen,White,90.3,64.1,3,10,16,82,8.006247560499238
521,Vanya-91,White,86.7,40.9,1,4,3,38,6.395310782127793
522,Quixot3,Black,87.3,32.5,0,1,5,24,5.70087712549569
523,zoi_sf,White,80.4,84.2,1,8,6,33,9.17605579756357
524,tarjaaa07,Black,81.1,113.4,5,4,0,32,10.648943609579309
525,LUISPIF,Black,89.6,50.3,4,7,12,75,7.092249290598858
526,Chessowerful,White,87.8,52.5,1,2,5,24,7.245688373094719
527,Fritz777AH,Black,83.9,98.7,6,3,5,49,9.934787365615835
